iter	Logloss
178	0.4072678812
179	0.4068582085
180	0.4064907545
181	0.406280689
182	0.4059837427
183	0.4058861036
184	0.4056989691
185	0.4056380626
186	0.4051484526
187	0.4048866529
188	0.4046807021
189	0.4044300036
190	0.4042497271
191	0.4041225991
192	0.4038659428
193	0.4035530519
194	0.4032202303
195	0.4029687174
196	0.4029330564
197	0.4028265449
198	0.4027708246
199	0.4026203798
200	0.4025391997
201	0.4024486756
202	0.4021885904
203	0.4021388708
204	0.401837724
205	0.4015359771
206	0.4011596508
207	0.4008146565
208	0.4005262396
209	0.400249867
210	0.4001052514
211	0.4000774769
212	0.3998482522
213	0.3995561064
214	0.3993652858
215	0.3993396973
216	0.3993141946
217	0.3990348216
218	0.3988457155
219	0.398641822
220	0.3986174337
221	0.3984089969
222	0.3983388322
223	0.3981090931
224	0.3980541015
225	0.3977834294
226	0.3974305056
227	0.3971425174
228	0.3969730849
229	0.3968546578
230	0.3965806425
231	0.3965281369
232	0.3964768313
233	0.3962032875
234	0.3961525821
235	0.395945174
236	0.3958249896
237	0.3956994046
238	0.3954225604
239	0.3951856635
240	0.3949852418
241	0.3948347113
242	0.3948179095
243	0.3945857702
244	0.3942033575
245	0.3940063648
246	0.3938659497
247	0.3937646673
248	0.3935456008
249	0.3934279453
250	0.3932553409
251	0.3932411108
252	0.3930979096
253	0.3929907981
254	0.3929530797
255	0.3927805183
256	0.3926847651
257	0.3925354775
258	0.3923952767
259	0.3921352772
260	0.3919782317
261	0.3918009554
262	0.3916340517
263	0.3914890075
264	0.3913137886
265	0.3912903861
266	0.3910865355
267	0.3909192889
268	0.3908453095
269	0.3906945218
270	0.3905887818
271	0.3904825275
272	0.3903519705
273	0.39029385
274	0.390118031
275	0.3899299964
276	0.3897979822
277	0.3895637426
278	0.3895342538
279	0.3892983426
280	0.3891243238
281	0.388999939
282	0.3887935167
283	0.3887532266
284	0.3887431113
285	0.3885423467
286	0.3885290167
287	0.3883718426
288	0.3883240089
289	0.3882627166
290	0.3881459183
291	0.3881266733
292	0.3878253551
293	0.3874875187
294	0.3872821251
295	0.3871765565
296	0.3869619477
297	0.3869505464
298	0.3868495641
299	0.3866818889
300	0.3866620439
301	0.3864413058
302	0.3862687014
303	0.3862637723
304	0.3861096414
305	0.3859227213
306	0.3857132129
307	0.3856503776
308	0.3855585677
309	0.3853865206
310	0.3852095015
311	0.3851912423
312	0.3851151198
313	0.3850888027
314	0.385043755
315	0.3849511307
316	0.3848807517
317	0.3847597101
318	0.3846410687
319	0.3845887773
320	0.3845135121
321	0.3844079436
322	0.3843024607
323	0.3841429721
324	0.3840162727
325	0.3839469652
326	0.3835712819
327	0.3835274343
328	0.3834469399
329	0.3834437252
330	0.3833339991
331	0.3832197296
332	0.3831775965
333	0.3831070032
334	0.3829608017
335	0.382903667
336	0.3828818932
337	0.3827608944
338	0.3827398064
339	0.3826355238
340	0.3825529291
341	0.3824463319
342	0.3823589368
343	0.3823034737
344	0.3820791352
345	0.3820754062
346	0.3820570185
347	0.3820491748
348	0.3819346053
349	0.3817352981
350	0.3813217677
351	0.3812363871
352	0.3811832385
353	0.3811543497
354	0.380860318
355	0.3806334935
356	0.3806259498
357	0.3805121947
358	0.3804977931
359	0.3804629037
360	0.3802386509
361	0.3802153341
362	0.3801113514
363	0.3800862773
364	0.3800707185
365	0.3797647283
366	0.3796150979
367	0.379591824
368	0.3794595526
369	0.3793776437
370	0.3792244558
371	0.3791041856
372	0.3790188479
373	0.3789777434
374	0.378871832
375	0.3787578626
376	0.3786750536
377	0.3784747177
378	0.3783738211
379	0.3783270161
380	0.3782950412
381	0.3782147183
382	0.3780612731
383	0.3780013952
384	0.3778881973
385	0.3778536507
386	0.37784705
387	0.3777603407
388	0.377725494
389	0.3776522861
390	0.377548132
391	0.3774519502
392	0.3772639585
393	0.3772282975
394	0.3768855749
395	0.3768721163
396	0.376763676
397	0.3766890965
398	0.3766502638
399	0.3763578179
400	0.3763403732
401	0.3761882568
402	0.376106948
403	0.3760103804
404	0.375924014
405	0.3757607964
406	0.3757074763
407	0.3755750335
408	0.3754574208
409	0.3752773156
410	0.3752141374
411	0.3750889382
412	0.374805279
413	0.3745541519
414	0.3744702286
415	0.3743148118
416	0.3743122829
417	0.3742417325
418	0.3742128008
419	0.3741533944
420	0.3740491974
421	0.3740304668
422	0.3739784326
423	0.3739484723
424	0.3738947665
425	0.373733049
426	0.3736309094
427	0.3735511437
428	0.3735372565
429	0.3735256409
430	0.3734356741
431	0.3732644413
432	0.3731771748
433	0.3731543723
434	0.3730650484
435	0.3730554902
436	0.3730479894
437	0.3728893151
438	0.3728442674
439	0.3728049632
440	0.3727638159
441	0.3727111816
442	0.3726363021
443	0.3725626656
444	0.3725339054
445	0.3724069488
446	0.3723336552
447	0.3720576254
448	0.3720437382
449	0.3719429702
450	0.3719313547
451	0.3716115201
452	0.3715490277
453	0.3713975542
454	0.3713557211
455	0.3713184742
456	0.3711276108
457	0.3710523027
458	0.370904301
459	0.3708769123
460	0.3706976215
461	0.3706965071
462	0.3706506451
463	0.3705708364
464	0.370384302
465	0.3703349253
466	0.3702551167
467	0.3702420438
468	0.3701639925
469	0.3700843125
470	0.3700734685
471	0.3699799441
472	0.3698568451
473	0.3697651638
474	0.3697522624
475	0.3696580951
476	0.3695944454
477	0.3695178085
478	0.3695078218
479	0.3693604201
480	0.3693477759
481	0.3691500117
482	0.3690992205
483	0.3690972489
484	0.3690392998
485	0.3689764644
486	0.3689463326
487	0.3688548227
488	0.3687521259
489	0.3687451823
490	0.3686732603
491	0.368606996
492	0.3684784964
493	0.3683678273
494	0.3683100497
495	0.3682222688
496	0.3681861792
497	0.3680726812
498	0.3680063312
499	0.3679933869
500	0.3679922725
501	0.3678490285
502	0.3678298264
503	0.3677395596
504	0.3677111851
505	0.3676838821
506	0.3676471496
507	0.3675637835
508	0.3673929793
509	0.3673658907
510	0.36729354
511	0.367282996
512	0.3672082022
513	0.3671099202
514	0.3669756771
515	0.3667660831
516	0.3665466737
517	0.3664561925
518	0.366269401
519	0.3661582604
520	0.3660553493
521	0.3658962464
522	0.3658229528
523	0.3657835628
524	0.365672508
525	0.3655932137
526	0.3654702004
527	0.3654485124
528	0.3654180805
529	0.3654183377
530	0.3654082223
531	0.3654060364
532	0.3652221165
533	0.365112219
534	0.3650438973
535	0.365030053
536	0.3649677748
537	0.364850205
538	0.3648139868
539	0.3647592095
540	0.3647463081
541	0.3647136045
542	0.3646379964
543	0.3645434433
544	0.3645317849
545	0.3644830939
546	0.364461063
547	0.3644584056
548	0.3643923984
549	0.3643563088
550	0.3641403284
551	0.3640801933
552	0.3640559764
553	0.3639463789
554	0.3638622413
555	0.3638255087
556	0.3638169364
557	0.3637980772
558	0.3637642164
559	0.363763402
560	0.3635235047
561	0.3634426674
562	0.3634335379
563	0.3633634589
564	0.363258919
565	0.3632047846
566	0.3631080885
567	0.3630767136
568	0.3630311516
569	0.3629389559
570	0.3627261044
571	0.3627087882
572	0.3627073309
573	0.3626111491
574	0.3623463491
575	0.3621988618
576	0.3621645724
577	0.3620599468
578	0.361795704
579	0.3617754304
580	0.3616875209
581	0.361479427
582	0.3612526883
583	0.3612322432
584	0.3609852737
585	0.3609018219
586	0.3608466159
587	0.3607893097
588	0.3606336787
589	0.3606096761
590	0.3605723863
591	0.360541183
592	0.3605110083
593	0.360502093
594	0.3604696895
595	0.3604112261
596	0.3603504052
597	0.3602551664
598	0.3602096472
599	0.360202275
600	0.3601937455
601	0.3600986781
602	0.3600901914
603	0.3598773828
604	0.3598462223
605	0.3597649564
606	0.3597448113
607	0.3595179869
608	0.359426477
609	0.3592825043
610	0.359210668
611	0.3591447466
612	0.3590627949
613	0.3590597731
614	0.358948354
615	0.3588780821
616	0.3587994736
617	0.3587954018
618	0.3585508754
619	0.3583087493
620	0.3582112816
621	0.3581805283
622	0.3579738274
623	0.3578193536
624	0.3578071594
625	0.3577637833
626	0.3575343014
627	0.3574392983
628	0.3573943149
629	0.3573630258
630	0.3573265719
631	0.3573188353
632	0.3571687763
633	0.3570748447
634	0.3570207317
635	0.3569264787
636	0.3568440984
637	0.3567893639
638	0.3567389156
639	0.3567115269
640	0.3567043476
641	0.356599872
642	0.3565954573
643	0.3565608464
644	0.3564868884
645	0.3564069512
646	0.3563436873
647	0.3562861668
648	0.3562502057
649	0.3560500841
650	0.356043162
651	0.3560433548
652	0.3559174913
653	0.3558836948
654	0.3557917134
655	0.3557808694
656	0.3557427224
657	0.3556746794
658	0.3555972924
659	0.3555336213
660	0.3554416614
661	0.3553573523
662	0.3551384787
663	0.3550405395
664	0.3548720713
665	0.3547350208
666	0.3546302453
667	0.3545544228
668	0.3545185689
669	0.3544368744
670	0.3543630664
671	0.354242732
672	0.3542019062
673	0.3541933981
674	0.3540776928
675	0.3539928479
676	0.3539108962
677	0.3538068278
678	0.3536925155
679	0.3535016521
680	0.3534581902
681	0.3532789638
682	0.3532224505
683	0.3531933688
684	0.3531317122
685	0.3530923865
686	0.3530471887
687	0.3529532358
688	0.3529408916
689	0.3529096668
690	0.3528578255
691	0.3528160781
692	0.3527763238
693	0.3527393984
694	0.3526302295
695	0.3525888679
696	0.3525772309
697	0.3525447631
698	0.3525053303
699	0.3522866067
700	0.3521072088
701	0.3521014439
702	0.3520510384
703	0.3520499454
704	0.3520439448
705	0.3519442698
706	0.3518837489
707	0.351833815
708	0.3517959895
709	0.3516394369
710	0.3515290678
711	0.3514351148
712	0.3512806839
713	0.3512415082
714	0.3511529344
715	0.3509778441
716	0.3508793906
717	0.3507778082
718	0.350700357
719	0.3506498873
720	0.350605461
721	0.3505101579
722	0.3504145119
723	0.3503758505
724	0.350294156
725	0.3501539766
726	0.3500587806
727	0.3498655598
728	0.3497137434
729	0.3495804004
730	0.349531238
731	0.3495120788
732	0.3494593802
733	0.3492592801
734	0.3492246263
735	0.3492191186
736	0.3492006452
737	0.349164127
738	0.3491359239
739	0.3491150288
740	0.3489327163
741	0.3489290516
742	0.3488040024
743	0.3487211077
744	0.3486814606
745	0.3486762529
746	0.3486508787
747	0.3484474782
748	0.3482616939
749	0.348022118
750	0.3477418021
751	0.3476888678
752	0.3476237179
753	0.3474455201
754	0.3473628183
755	0.3473032191
756	0.3472983971
757	0.3472941752
758	0.3472679653
759	0.3472226175
760	0.3471398514
761	0.3470483416
762	0.3470163238
763	0.3470010007
764	0.3469217279
765	0.3468798091
766	0.3468504273
767	0.3467266211
768	0.3467234065
769	0.3466561564
770	0.3465311715
771	0.3463686825
772	0.3462291675
773	0.3462148516
774	0.3460835232
775	0.3459563952
776	0.3459516804
777	0.3458488336
778	0.3457088042
779	0.3456741076
780	0.3456147226
781	0.3454934024
782	0.3454721858
783	0.3454601845
784	0.3454222733
785	0.3452994529
786	0.34524669
787	0.3451780469
788	0.3450565981
789	0.3450021208
790	0.3449050389
791	0.3448426322
792	0.3448069283
793	0.3447701529
794	0.3447559657
795	0.3446902372
796	0.3446301235
797	0.344468899
798	0.344289844
799	0.3442576119
800	0.3441932335
801	0.3440079421
802	0.3438691557
803	0.3438387239
804	0.3437764028
805	0.3437484998
806	0.3436463388
807	0.3436425027
808	0.3435407274
809	0.3435367841
810	0.3434870431
811	0.3433337265
812	0.343192797
813	0.3431052519
814	0.3430742414
815	0.343006777
816	0.3429416699
817	0.3429158457
818	0.3428442023
819	0.3427600432
820	0.3427223891
821	0.3426911
822	0.342632508
823	0.3424895212
824	0.3424648756
825	0.3423422053
826	0.342338562
827	0.3422952716
828	0.3422487666
829	0.3421797163
830	0.3421727941
831	0.3420260783
832	0.3419876527
833	0.3418665897
834	0.3416516593
835	0.3415791587
836	0.3414713613
837	0.3414380149
838	0.341349441
839	0.341295028
840	0.3412675107
841	0.3410608956
842	0.3410197483
843	0.3409657853
844	0.3408898771
845	0.3408763543
846	0.3407326816
847	0.3406601166
848	0.3405596272
849	0.3404973062
850	0.3404716749
851	0.3404081752
852	0.3403951238
853	0.3403739286
854	0.3403490045
855	0.3402809186
856	0.3402295273
857	0.340131481
858	0.3401042638
859	0.3400376995
860	0.3399591767
861	0.3398878548
862	0.3398709672
863	0.339834149
864	0.3397959163
865	0.3397667703
866	0.3396971199
867	0.3395974877
868	0.3395157932
869	0.3394134607
870	0.3392607442
871	0.3391515325
872	0.339126394
873	0.3389478105
874	0.3388806247
875	0.338809667
876	0.3387595187
877	0.3387232363
878	0.3386985264
879	0.3386018303
880	0.3385329514
881	0.3385158067
882	0.3384910326
883	0.3384264399
884	0.33840083
885	0.3383217287
886	0.3382738306
887	0.3381126918
888	0.3380583431
889	0.3380221678
890	0.3378862102
891	0.3377334723
892	0.3377097055
893	0.3376982614
894	0.3376155382
895	0.3375392871
896	0.3373483594
897	0.3373469663
898	0.3372148664
899	0.3371346077
900	0.3370576066
901	0.3370293607
902	0.3369656038
903	0.3369223777
904	0.3368034363
905	0.3367925923
906	0.336770047
907	0.3367672609
908	0.3367300784
909	0.3366920385
910	0.3364988177
911	0.3364744294
912	0.3363719469
913	0.3363062398
914	0.3362686072
915	0.3361963422
916	0.3361161478
917	0.336079201
918	0.3360454688
919	0.3359538518
920	0.335832853
921	0.3356724
922	0.3354830367
923	0.3354591198
924	0.3352384674
925	0.3351879334
926	0.33505009
927	0.3350033278
928	0.3349636807
929	0.3348503113
930	0.3347443999
931	0.3345632232
932	0.334384511
933	0.3343158893
934	0.3342654625
935	0.3341145462
936	0.3340603475
937	0.3339496355
938	0.3338249721
939	0.3337414345
940	0.3337123528
941	0.3335527356
942	0.3335269328
943	0.3334474028
944	0.3333466991
945	0.3332186067
946	0.3331407483
947	0.3331164885
948	0.3330307864
949	0.3329589072
950	0.3328398372
951	0.3327730586
952	0.3327310969
953	0.3326834989
954	0.3325936821
955	0.3324534813
956	0.3323942034
957	0.3323742942
958	0.3323379259
959	0.3322973358
960	0.3322381437
961	0.3320976857
962	0.3320503663
963	0.3319607638
964	0.3319088797
965	0.3318587957
966	0.3318350931
967	0.3317887167
968	0.3317673072
969	0.3317473337
970	0.3316266349
971	0.3315986248
972	0.331466289
973	0.3313843588
974	0.3313610848
975	0.3312720395
976	0.3312707322
977	0.3311229663
978	0.3311024784
979	0.330993438
980	0.3308935058
981	0.330765392
982	0.3307204514
983	0.3306602307
984	0.3305764359
985	0.33052138
986	0.3304297201
987	0.3303585052
988	0.3302611876
989	0.3302358777
990	0.3302165471
991	0.3300859687
992	0.3300572085
993	0.3300053029
994	0.3299238655
995	0.3298962625
996	0.3298095746
997	0.329667895
998	0.3296014593
999	0.3295821929
